Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
2-02364-7501,3044 3 AVENUE,MORRISANIA/LONGWOOD,R4  -ELEVATOR,61,2006,72000,1041120,563760,477360,3341997,2019
2-03249-7501,2792 SEDGWICK AVENUE,KINGSBRIDGE/JEROME PARK,R2  -WALK-UP,40,2006,48023,875940,394269,481671,3605015,2019
2-03125-7501,2155 DALY AVENUE,EAST TREMONT,R4  -ELEVATOR,12,2007,14664,259260,129630,129630,962000,2019
3-02129-7508,20 BROADWAY,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,14,1920,23760,658627,211939,446688,3603999,2019
2-05788-7501,3220 ARLINGTON AVENUE,RIVERDALE,R4  -ELEVATOR,26,2004,105300,2199717,962442,1237275,9544997,2019
2-02382-7502,406 EAST 161 STREET,MORRISANIA/LONGWOOD,R9  -CONDOPS,88,2006,76984,1426514,524261,902253,6777000,2019
2-03103-7501,2324 BEAUMONT AVENUE,BELMONT,R2  -WALK-UP,40,2007,48750,933075,419738,513337,3884000,2019
2-02369-7501,3305 3 AVENUE,MORRISANIA/LONGWOOD,R9  -CONDOPS,60,2007,45973,861074,451455,409619,3084000,2019
2-02696-7501,886 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,83,2008,70202,1158333,477374,680959,4966000,2019
2-02381-7501,837 WASHINGTON AVENUE,MORRISANIA/LONGWOOD,R4  -ELEVATOR,90,2008,119334,1868770,954672,914098,6561005,2019
2-03256-7501,189A WEST KINGSBRIDGE ROAD,KINGSBRIDGE/JEROME PARK,R2  -WALK-UP,12,2008,19603,375986,194658,181328,1373000,2019
2-02618-7501,601 EAST 156 STREET,MORRISANIA/LONGWOOD,RR  -CONRENT,480,2009,579071,8981391,4852615,4128776,29566999,2019
2-02369-7502,500 EAST 165 STREET,MORRISANIA/LONGWOOD,RR  -CONRENT,128,2007,150121,2386924,1001307,1385617,9988000,2019
2-04248-7501,2013 COLONIAL AVENUE,SCHUYLERVILLE/PELHAM BAY,R4  -ELEVATOR,11,2007,10033,194440,83073,111367,844999,2019
2-02985-7501,1926 CROTONA PARKWAY,EAST TREMONT,RR  -CONRENT,98,2007,98608,1606324,838168,768156,5577000,2019
2-02378-7501,3055 3 AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,58,2007,63872,1117760,479679,638081,4725000,2019
2-02359-7501,700 BROOK AVENUE,MORRISANIA/LONGWOOD,R9  -CONDOPS,152,2010,84224,2012954,743698,1269256,10031000,2019
2-02359-7501,700 BROOK AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,152,2010,153044,2580322,1209048,1371274,10051000,2019
2-02690-7501,871 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,70,2005,72717,967863,440665,527198,3587000,2019
2-02690-7502,890 PROSPECT AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,124,2005,125905,1989299,974505,1014794,7304000,2019
2-05764-7501,460 WEST 236 STREET,KINGSBRIDGE/JEROME PARK,R4  -ELEVATOR,53,2005,56512,1054514,452096,602418,4532003,2019
2-05906-7501,628 WEST 238 STREET,RIVERDALE,R4  -ELEVATOR,11,2004,25166,565480,238070,327410,2560004,2019
2-02367-7501,508 EAST 163 STREET,MORRISANIA/LONGWOOD,RR  -CONRENT,85,2008,97370,1804266,836408,967858,7270000,2019
2-02404-7501,390 EAST 158 STREET,MELROSE/CONCOURSE,RR  -CONRENT,86,2008,87248,2009321,644763,1364558,10717000,2019
2-02875-7501,150 FEATHERBED LANE,HIGHBRIDGE/MORRIS HEIGHTS,R9  -CONDOPS,51,2009,70316,1096930,431740,665190,4769000,2019
2-02366-7501,505 EAST 161 STREET,MORRISANIA/LONGWOOD,RR  -CONRENT,80,2009,91142,1713470,729136,984334,7419000,2019
2-02976-7501,1334 LOUIS NINE BOULEVARD,MORRISANIA/LONGWOOD,RR  -CONRENT,123,2008,118497,1555866,620924,934942,6331000,2019
2-02976-7502,870 JENNINGS STREET,MORRISANIA/LONGWOOD,RR  -CONRENT,84,2009,78715,1323199,603744,719455,5270000,2019
2-02609-7501,3462 3 AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,228,2009,230820,3570785,2035832,1534953,10981000,2019
2-02407-7501,870 COURTLANDT AVENUE,MELROSE/CONCOURSE,RR  -CONRENT,71,2010,90746,1439232,725061,714171,5142000,2019
2-03156-7501,269 EAST BURNSIDE AVENUE,FORDHAM,RR  -CONRENT,76,2010,70861,1225187,433669,791518,5840000,2019
2-02295-7501,85 WILLIS AVENUE,MOTT HAVEN/PORT MORRIS,RR  -CONRENT,419,2009,430213,8724720,4401079,4323641,33148999,2019
2-02367-7502,3213 3 AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,131,2008,134053,2488024,1191731,1296293,9737000,2019
2-05401-7501,3030 MIDDLETOWN ROAD,SCHUYLERVILLE/PELHAM BAY,R4  -ELEVATOR,46,2009,36688,728257,297907,430350,3284000,2019
2-02929-7501,3952 3 AVENUE,BATHGATE,RR  -CONRENT,280,2008,291547,4431514,2233250,2198264,15632000,2019
2-02697-7501,920 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,111,2010,97406,1561418,746130,815288,5888000,2019
2-02693-7502,1224 PROSPECT AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,59,2011,69608,700256,297922,402334,2442000,2019
2-02762-7501,1314 SENECA AVENUE,HUNTS POINT,RR  -CONRENT,60,1928,61084,938861,516160,422701,3015000,2019
2-05141-7501,2219 GIVAN AVENUE,CO-OP CITY,RR  -CONRENT,180,2013,165411,3402504,1133065,2269439,17446000,2019
2-05796-7501,3751 RIVERDALE AVENUE,RIVERDALE,R4  -ELEVATOR,10,2006,19293,435057,152222,282835,2212001,2019
2-02401-7501,367 EAST 154 STREET,MELROSE/CONCOURSE,RR  -CONRENT,16,2008,8384,248586,98596,149990,1218000,2019
2-05759-7501,3217 IRWIN AVENUE,KINGSBRIDGE/JEROME PARK,RR  -CONRENT,46,2008,50221,1114906,468060,646846,5047000,2019
2-04647-7501,3629 WHITE PLAINS ROAD,WILLIAMSBRIDGE,RR  -CONRENT,69,2014,63313,1484690,400771,1083919,8539000,2019
2-02984-7501,1778 SOUTHERN BOULEVARD,CROTONA PARK,RR  -CONRENT,65,2011,63727,906835,473492,433343,3017000,2019
2-05708-7501,3120 CORLEAR AVENUE,KINGSBRIDGE/JEROME PARK,R4  -ELEVATOR,49,2009,33551,1022970,170439,852531,6924005,2019
2-03013-7501,1512 BOONE AVENUE,CROTONA PARK,RR  -CONRENT,237,2013,262664,4234144,1904314,2329830,16859000,2019
2-04174-7502,3427 BRUCKNER BOULEVARD,SCHUYLERVILLE/PELHAM BAY,RR  -CONRENT,20,2009,25845,664733,277058,387675,3098000,2019
2-05792-7501,3511 CAMBRIDGE AVENUE,RIVERDALE,RR  -CONRENT,11,2008,15547,315604,147852,167752,1286000,2019
2-03710-7501,1090 CLOSE AVENUE,SOUNDVIEW,RR  -CONRENT,66,2014,49749,874090,405454,468636,3473000,2019
2-02419-7501,3160 PARK AVENUE,MELROSE/CONCOURSE,RR  -CONRENT,152,2015,150297,3078083,1215903,1862180,14300000,2019
2-02582-7501,535 UNION AVENUE,MOTT HAVEN/PORT MORRIS,RR  -CONRENT,92,2014,89028,1858014,970405,887609,6842000,2019
2-02690-7503,899 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,141,2014,128547,2583795,1286755,1297040,9922000,2019
2-05851-7501,6469 BROADWAY,RIVERDALE,RR  -CONRENT,86,2014,70290,1665873,699386,966487,7624000,2019
2-03236-7501,233 LANDING ROAD,KINGSBRIDGE HTS/UNIV HTS,RR  -CONRENT,136,2015,102449,1795931,873890,922041,6828000,2019
2-02334-7501,250 EAST 144 STREET,MOTT HAVEN/PORT MORRIS,RR  -CONRENT,201,2014,206405,4706034,2113587,2592447,20328000,2019
2-02831-7501,201 MARCY PLACE,MELROSE/CONCOURSE,RR  -CONRENT,74,2014,51376,1123079,377614,745465,5800000,2019
2-04007-7501,1160 LEBANON STREET,EAST TREMONT,RR  -CONRENT,105,2013,134885,2468396,987358,1481038,11091000,2019
2-03909-7501,1172 EAST TREMONT AVENUE,EAST TREMONT,RR  -CONRENT,32,2013,56584,1496647,368928,1127719,9041000,2019
2-03805-7501,2026 WESTCHESTER AVENUE,WESTCHESTER,RR  -CONRENT,133,2014,98436,2330964,1165482,1165482,9197000,2019
2-02582-7502,501 SOUTHERN BOULEVARD,MOTT HAVEN/PORT MORRIS,RR  -CONRENT,136,2014,177605,3518355,1603773,1914582,14601000,2019
2-03360-7501,3560 WEBSTER AVENUE,WILLIAMSBRIDGE,RR  -CONRENT,135,2014,165984,3284823,1610045,1674778,12776000,2019
2-02383-7501,432 EAST 162 STREET,MORRISANIA/LONGWOOD,RR  -CONRENT,199,2016,208969,4154304,1870273,2284031,17437999,2019
2-03357-7501,3160 WEBSTER AVENUE,BRONX PARK,RR  -CONRENT,60,2015,69939,1255405,488874,766531,5711000,2019
2-03066-7501,2415 ARTHUR AVENUE,BELMONT,RR  -CONRENT,31,2015,24962,507228,240634,266594,2044000,2019
2-04322-7501,2134 BARNES AVENUE,PELHAM PARKWAY SOUTH,RR  -CONRENT,16,2016,11684,237068,78984,158084,1212000,2019
2-03806-7501,1001 CASTLE HILL AVENUE,CASTLE HILL/UNIONPORT,RR  -CONRENT,11,1920,8350,200317,56279,144038,1139000,2019
2-03014-7501,1544 BOONE AVENUE,CROTONA PARK,RR  -CONRENT,128,2016,169480,3282828,1108399,2174429,16500000,2019
2-02421-7501,294 EAST 162 STREET,MELROSE/CONCOURSE,RR  -CONRENT,126,2017,131233,2578728,1160100,1418628,10800000,2019
2-02984-7502,1808 CROTONA PARKWAY,CROTONA PARK,RR  -CONRENT,79,2014,89933,1653868,797706,856162,6417000,2019
2-03065-7501,2330 HOFFMAN STREET,BELMONT,RR  -CONRENT,47,2016,53819,1077456,280397,797059,6094000,2019
2-02984-7503,1825 BOSTON ROAD,CROTONA PARK,RR  -CONRENT,109,2015,120855,2319207,1133620,1185587,8980000,2019
2-04047-7501,1801 AMETHYST STREET,MORRIS PARK/VAN NEST,RR  -CONRENT,11,2017,8485,146875,60244,86631,640000,2019
2-02441-7501,2980 PARK AVENUE,MELROSE/CONCOURSE,RR  -CONRENT,132,2017,125472,3233413,1326239,1907174,15242000,2019
2-02292-7501,463 EAST 147 STREET,MOTT HAVEN/PORT MORRIS,RR  -CONRENT,66,2017,62897,1336561,481162,855399,6619000,2019
2-02333-7501,255 EAST 138 STREET,MOTT HAVEN/PORT MORRIS,RR  -CONRENT,96,2017,117477,2346016,703687,1642329,12543000,2019
2-02441-7501,2980 PARK AVENUE,MELROSE/CONCOURSE,RR  -CONRENT,23,2017,36052,927618,417482,510136,4077000,2019
2-03168-7501,2605 GRAND CONCOURSE,FORDHAM,RR  -CONRENT,69,2016,81802,1299834,606153,693681,5000000,2019
2-03004-7501,1880 BOSTON ROAD,EAST TREMONT,RR  -CONRENT,171,2010,133812,2569190,1188251,1380939,10459000,2019
2-02603-7501,540 SOUTHERN BOULEVARD,MORRISANIA/LONGWOOD,RR  -CONRENT,65,1927,57818,771292,431900,339392,2311000,2019
2-03048-7501,4439 3 AVENUE,BATHGATE,RR  -CONRENT,133,2016,155883,2523746,1169123,1354623,9814000,2019
2-02370-7501,3365 3RD AVENUE,MORRISANIA/LONGWOOD,RR  -CONRENT,30,2016,59235,1116580,424123,692457,5220000,2019
3-05364-7501,4007 15 AVENUE,BOROUGH PARK,R2  -WALK-UP,12,1982,18993,464569,160111,304458,2414002,2019
3-00280-7501,120 BOERUM PLACE,BOERUM HILL,R2  -WALK-UP,56,1916,68330,2469446,716782,1752664,14234005,2019
3-07440-7501,2900 OCEAN AVENUE,SHEEPSHEAD BAY,R4  -ELEVATOR,4,1957,3588,65050,36562,28488,213000,2019
3-07440-7501,2900 OCEAN AVENUE,SHEEPSHEAD BAY,R4  -ELEVATOR,88,1957,75324,1434169,651553,782616,5914002,2019
3-06405-7501,147 BAY 20 STREET,BATH BEACH,R4  -ELEVATOR,16,1985,14462,302979,123939,179040,1380999,2019
3-06608-7501,1620 EAST 2 STREET,OCEAN PARKWAY-NORTH,R4  -ELEVATOR,64,1941,60600,1019898,436320,583578,4276995,2019
3-02147-7501,131 DIVISION AVENUE,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,19,1900,29440,859942,371238,488704,3966001,2019
3-05468-7501,1845 52 STREET,BOROUGH PARK,R4  -ELEVATOR,32,1926,70664,969510,355440,614070,4222001,2019
3-05474-7501,1840 52 STREET,BOROUGH PARK,R4  -ELEVATOR,28,1927,49800,829170,292326,536844,3922002,2019
3-00951-7501,64 7 AVENUE,PARK SLOPE,R2  -WALK-UP,11,1931,9102,338048,113502,224546,1824001,2019
3-06253-7501,10 AVENUE P,BENSONHURST,R4  -ELEVATOR,65,1939,64800,1128168,481464,646704,4781997,2019
3-08010-7501,751 EAST 89 STREET,CANARSIE,R2  -WALK-UP,12,1985,11402,221997,106837,115160,875004,2019
3-05347-7501,3801 15 AVENUE,BOROUGH PARK,R2  -WALK-UP,22,1983,33224,678766,302006,376760,2893000,2019
3-05347-7501,3802 15 AVENUE,BOROUGH PARK,R2  -WALK-UP,22,1983,33224,618963,251506,367457,2762012,2019
3-00636-7501,660 4 AVENUE,SUNSET PARK,R2  -WALK-UP,23,1930,10247,297163,112307,184856,1498998,2019
3-00428-7501,294 SMITH STREET,CARROLL GARDENS,R2  -WALK-UP,2,1900,1954,57643,13404,44239,359002,2019
3-00286-7501,158 ATLANTIC AVENUE,COBBLE HILL,R2  -WALK-UP,20,1900,9924,356073,100034,256039,2078999,2019
3-02095-7501,1 ROCKWELL PLACE,FORT GREENE,R2  -WALK-UP,25,1900,19915,732673,219862,512811,4165000,2019
3-01285-7501,1365 CARROLL STREET,CROWN HEIGHTS,R2  -WALK-UP,16,1930,27429,646227,312142,334085,2634001,2019
3-00185-7501,497 PACIFIC STREET,BOERUM HILL,R2  -WALK-UP,11,1922,14067,394157,151642,242515,1958001,2019
3-00941-7501,1113 5 AVENUE,PARK SLOPE,R4  -ELEVATOR,36,1922,39656,1232905,554787,678118,5507005,2019
3-00966-7501,190 GARFIELD PLACE,PARK SLOPE,R2  -WALK-UP,40,1930,36669,1331451,418027,913424,7418001,2019
3-01097-7501,632 11 STREET,PARK SLOPE,R2  -WALK-UP,18,1921,13352,414980,187329,227651,1849004,2019
3-01058-7501,180 STERLING PLACE,PARK SLOPE,R2  -WALK-UP,16,1915,11732,369206,98197,271009,2201004,2019
3-02147-7502,125 DIVISION AVENUE,WILLIAMSBURG-SOUTH,R4  -ELEVATOR,18,1900,27024,799910,311857,488053,3964001,2019
3-00937-7501,99 4 AVENUE,PARK SLOPE,R2  -WALK-UP,24,1986,20750,754470,188618,565852,4596002,2019
3-00275-7501,141 ATLANTIC AVENUE,BROOKLYN HEIGHTS,R2  -WALK-UP,2,1900,3170,107431,25202,82229,668000,2019
3-00331-7501,192 DE GRAW STREET,COBBLE HILL,R4  -ELEVATOR,60,1825,52529,1462407,392392,1070015,8634002,2019
3-01314-7501,149 8 AVENUE,FLATBUSH-LEFFERTS GARDEN,R2  -WALK-UP,16,1916,17680,453492,174502,278990,2228002,2019
3-01160-7501,330 PROSPECT PLACE,PROSPECT HEIGHTS,R4  -ELEVATOR,51,1931,40755,1272779,572608,700171,5684995,2019
3-05619-7501,4608 10 AVENUE,BOROUGH PARK,R2  -WALK-UP,16,1922,35200,692736,282656,410080,3123000,2019
3-06135-7501,9921 4 AVENUE,BAY RIDGE,R4  -ELEVATOR,52,1987,47420,1009098,265078,744020,5757006,2019
3-07964-7501,538 EAST 86 STREET,CANARSIE,R2  -WALK-UP,18,1900,24544,534077,252067,282010,2192005,2019
3-00207-7501,55 POPLAR STREET,BROOKLYN HEIGHTS,R4  -ELEVATOR,57,1910,52396,1434079,447462,986617,7947996,2019
3-00274-7501,304 HENRY STREET,BROOKLYN HEIGHTS,R2  -WALK-UP,8,1925,5545,190693,38981,151712,1231995,2019
3-01171-7501,44 BUTLER PLACE,PROSPECT HEIGHTS,R4  -ELEVATOR,60,1925,67038,1531148,835964,695184,5450999,2019
3-05468-7502,1850 52 STREET,BOROUGH PARK,R2  -WALK-UP,48,1927,105996,1562381,684734,877647,6184010,2019
3-05468-7502,1865 52 STREET,BOROUGH PARK,R2  -WALK-UP,24,1926,52998,898316,283009,615307,4516996,2019
3-02073-7501,159 CARLTON AVENUE,FORT GREENE,R2  -WALK-UP,12,1987,22750,617663,242288,375375,3021003,2019
3-00179-7501,503 ATLANTIC AVENUE,BOERUM HILL,R2  -WALK-UP,9,1900,8497,284140,91513,192627,1563998,2019
3-08679-7501,3111 OCEAN PARKWAY,BRIGHTON BEACH,R4  -ELEVATOR,115,1988,121107,2509337,1194115,1315222,10125991,2019
3-02173-7501,149 TAYLOR STREET,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,13,1900,25704,505855,245216,260639,1985001,2019
3-00377-7501,529 CLINTON STREET,CARROLL GARDENS,R2  -WALK-UP,15,1900,13201,480252,146795,333457,2707998,2019
3-01293-7501,555 CROWN STREET,CROWN HEIGHTS,R2  -WALK-UP,16,1922,40060,724285,346920,377365,2817999,2019
3-00336-7501,158 SACKETT STREET,COBBLE HILL-WEST,R2  -WALK-UP,10,1986,8888,241487,46929,194558,1566001,2019
3-05891-7501,7115 3 AVENUE,BAY RIDGE,R9  -CONDOPS,13,1920,12682,218257,121113,97144,716000,2019
3-00931-7501,451 BERGEN STREET,PARK SLOPE,R2  -WALK-UP,8,1984,5085,157737,58376,99361,806998,2019
3-05381-7501,542 DAHILL ROAD,BOROUGH PARK,R2  -WALK-UP,22,1928,17751,338334,168457,169877,1284999,2019
3-06322-7501,8405 13 AVENUE,DYKER HEIGHTS,R2  -WALK-UP,12,1987,9626,222649,99437,123212,968004,2019
3-02186-7501,562 BEDFORD AVENUE,WILLIAMSBURG-CENTRAL,R4  -ELEVATOR,66,1920,93732,2017113,660811,1356302,10519999,2019
3-05608-7501,1025 45 STREET,BOROUGH PARK,R2  -WALK-UP,26,1923,25868,467952,206685,261267,1950997,2019
3-05462-7501,1901 51 STREET,BOROUGH PARK,R2  -WALK-UP,26,1927,28960,563851,193453,370398,2814002,2019
3-05469-7501,1900 51 STREET,BOROUGH PARK,R2  -WALK-UP,25,1923,25229,498525,189974,308551,2351001,2019
3-06113-7501,233 95 STREET,BAY RIDGE,R2  -WALK-UP,9,1985,5446,124986,56802,68184,534999,2019
3-00925-7501,831 43 STREET,BOROUGH PARK,R2  -WALK-UP,16,1987,9903,230542,86453,144089,1133001,2019
3-01169-7502,399 FLATBUSH AVENUE,PROSPECT HEIGHTS,R2  -WALK-UP,3,1910,2603,83634,38655,44979,365001,2019
3-00242-7501,205 HICKS STREET,BROOKLYN HEIGHTS,R9  -CONDOPS,23,1900,25230,638824,150875,487949,3890000,2019
3-01157-7501,130 PROSPECT PLACE,PROSPECT HEIGHTS,R9  -CONDOPS,12,1920,11680,374928,149971,224957,1827000,2019
3-05256-7501,155 TERRACE PLACE,WINDSOR TERRACE,R2  -WALK-UP,55,1893,66060,1289491,531783,757708,5761002,2019
3-06590-7501,1489 EAST 8 STREET,OCEAN PARKWAY-NORTH,R2  -WALK-UP,16,1926,11800,250868,110212,140656,1088003,2019
3-02101-7501,69 SOUTH OXFORD STREET,FORT GREENE,R4  -ELEVATOR,22,1931,21120,603398,217114,386284,3126992,2019
3-00444-7501,376 PRESIDENT STREET,GOWANUS,R4  -ELEVATOR,55,1938,54818,1279452,620540,658912,5186991,2019
3-06092-7501,106 BATTERY AVENUE,BAY RIDGE,R2  -WALK-UP,11,1988,8088,203979,61792,142187,1133001,2019
3-01957-7501,415 CARLTON AVENUE,FORT GREENE,R2  -WALK-UP,31,1988,40875,1690590,747195,943395,7661996,2019
3-01957-7501,387 ADELPHI STREET,FORT GREENE,R2  -WALK-UP,16,1988,19724,565093,154636,410457,3322997,2019
3-01957-7501,421 ADELPHI STREET,FORT GREENE,R2  -WALK-UP,23,1988,31540,827294,234342,592952,4749998,2019
3-01957-7501,5 GATES AVENUE,FORT GREENE,R2  -WALK-UP,28,1988,34890,901907,246672,655235,5239005,2019
3-01173-7501,806 WASHINGTON AVENUE,PROSPECT HEIGHTS,R9  -CONDOPS,14,1910,8392,286922,67807,219115,1780000,2019
3-01283-7501,346 NEW YORK AVENUE,CROWN HEIGHTS,R4  -ELEVATOR,22,1920,19525,360041,179044,180997,1357998,2019
3-06796-7501,1720 EAST 14 STREET,MADISON,R4  -ELEVATOR,6,1988,5544,99348,52391,46957,350002,2019
3-01172-7501,286 ST JOHNS PLACE,PROSPECT HEIGHTS,R2  -WALK-UP,16,1912,11174,306615,104365,202250,1629000,2019
3-01969-7501,319 GRAND AVENUE,CLINTON HILL,R2  -WALK-UP,48,1957,59400,1555686,616572,939114,7522992,2019
3-05891-7502,7123 3 AVENUE,BAY RIDGE,R9  -CONDOPS,18,1914,16737,319677,134231,185446,1402000,2019
3-00955-7502,630 UNION STREET,PARK SLOPE,R2  -WALK-UP,30,1915,20202,654343,240404,413939,3361998,2019
3-06134-7501,336 99 STREET,BAY RIDGE,R2  -WALK-UP,15,1983,10971,249042,110697,138345,1084002,2019
3-05584-7501,1012 39 STREET,BOROUGH PARK,R2  -WALK-UP,16,1989,10556,220832,78748,142084,1096006,2019
3-07412-7501,2475 EAST 11 STREET,SHEEPSHEAD BAY,R9  -CONDOPS,62,1961,80215,1529700,795733,733967,5553000,2019
3-01429-7501,730 LEFFERTS AVENUE,FLATBUSH-NORTH,R2  -WALK-UP,25,1990,26287,441096,219234,221862,1624000,2019
3-01276-7501,1229 PRESIDENT STREET,CROWN HEIGHTS,R2  -WALK-UP,12,1987,22128,521557,187867,333690,2632005,2019
3-05054-7501,353 OCEAN AVENUE,FLATBUSH-CENTRAL,R4  -ELEVATOR,55,1930,55638,911350,423405,487945,3548000,2019
3-02013-7501,555 WASHINGTON AVENUE,CLINTON HILL,R2  -WALK-UP,53,1915,63540,1397880,323419,1074461,8372999,2019
3-06251-7501,2080 77 STREET,BENSONHURST,R2  -WALK-UP,28,1920,28800,493344,209376,283968,2091003,2019
3-07269-7501,2955 SHELL ROAD,CONEY ISLAND,R4  -ELEVATOR,166,1989,172044,3934646,1852914,2081732,16329994,2019
3-01005-7501,300 8 STREET,PARK SLOPE,R4  -ELEVATOR,19,1914,15637,545262,159185,386077,3135996,2019
3-06439-7501,182 BAY 22 STREET,BATH BEACH,R2  -WALK-UP,16,1933,14115,225558,120542,105016,757995,2019
3-01903-7501,446 MYRTLE AVENUE,CLINTON HILL,R9  -CONDOPS,14,1900,15401,350989,167101,183888,1442000,2019
3-02762-7501,630 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,R4  -ELEVATOR,10,2007,6345,213636,76140,137496,1117002,2019
3-00673-7501,215 31 STREET,SUNSET PARK,R4  -ELEVATOR,20,1989,17352,423736,158250,265486,2105001,2019
3-05818-7501,420 64 STREET,SUNSET PARK,R4  -ELEVATOR,76,1990,64313,1224520,555021,669499,5059001,2019
3-01241-7501,910 PARK PLACE,CROWN HEIGHTS,R4  -ELEVATOR,23,1984,19635,485377,235816,249561,1982003,2019
3-01245-7501,1492 BEDFORD AVENUE,CROWN HEIGHTS,R2  -WALK-UP,24,1910,25695,663188,226630,436558,3488999,2019
3-01232-7501,1443 BEDFORD AVENUE,CROWN HEIGHTS,R2  -WALK-UP,14,1989,15495,402095,93745,308350,2466004,2019
3-08717-7501,1151 BRIGHTON BEACH AVENUE,BRIGHTON BEACH,R9  -CONDOPS,83,1937,61980,1027009,625378,401631,2931000,2019
3-08713-7501,2 WEST END AVENUE,BRIGHTON BEACH,R9  -CONDOPS,120,1953,106627,1830786,1096126,734660,5413000,2019
3-01096-7501,369 7 AVENUE,PARK SLOPE,R2  -WALK-UP,10,1984,6516,146936,33362,113574,888000,2019
3-01840-7501,582 THROOP AVENUE,BEDFORD STUYVESANT,R2  -WALK-UP,13,1910,11582,234999,105744,129255,990999,2019
3-05287-7501,207 PROSPECT PARK SOUTHWEST,WINDSOR TERRACE,R4  -ELEVATOR,36,1990,43735,840587,366937,473650,3587003,2019
3-02234-7501,210 LYNCH STREET,WILLIAMSBURG-CENTRAL,R2  -WALK-UP,21,1990,38361,1153515,415450,738065,5996000,2019
3-02618-7501,86 MESEROLE AVENUE,GREENPOINT,R2  -WALK-UP,15,1910,14027,470466,192591,277875,2257002,2019
3-08690-7501,3145 BRIGHTON 4 STREET,BRIGHTON BEACH,R9  -CONDOPS,97,1929,98694,1425141,549726,875415,6125000,2019
3-00464-7501,395 SMITH STREET,CARROLL GARDENS,R2  -WALK-UP,12,1984,10704,410927,92590,318337,2585000,2019
3-02138-7501,97 MORTON STREET,WILLIAMSBURG-SOUTH,R2  -WALK-UP,20,1984,43940,771147,331308,439839,3260006,2019
3-02138-7501,26 JULIANA PLACE,WILLIAMSBURG-SOUTH,R2  -WALK-UP,88,1992,173408,4083758,1591885,2491873,19640970,2019
3-02138-7501,97 MORTON STREET,WILLIAMSBURG-SOUTH,R2  -WALK-UP,47,1992,83647,2079464,894186,1185278,9423993,2019
3-00945-7501,100 STERLING PLACE,PARK SLOPE,R4  -ELEVATOR,36,1990,38431,1213267,475391,737876,5992998,2019
3-01887-7502,95 VANDERBILT AVENUE,CLINTON HILL,R2  -WALK-UP,24,1991,32940,821853,287237,534616,4252005,2019
3-01023-7501,340 11 STREET,PARK SLOPE SOUTH,R4  -ELEVATOR,12,1991,21200,604836,290228,314608,2546000,2019
3-00254-7501,132 REMSEN STREET,BROOKLYN HEIGHTS,R2  -WALK-UP,12,1900,9550,328329,96073,232256,1886000,2019
3-01300-7501,510 CROWN STREET,CROWN HEIGHTS,R2  -WALK-UP,15,1920,26336,605728,187776,417952,3281999,2019
3-05472-7502,1602 52 STREET,BOROUGH PARK,R2  -WALK-UP,2,1988,4192,80486,28212,52274,396000,2019
3-05667-7501,1077 54 STREET,BOROUGH PARK,R4  -ELEVATOR,14,1983,17564,357252,74296,282956,2169998,2019
3-01103-7501,1405 8 AVENUE,PARK SLOPE,R2  -WALK-UP,15,1991,11800,403442,114460,288982,2346999,2019
3-00320-7502,63 TIFFANY PLACE,COBBLE HILL-WEST,R4  -ELEVATOR,73,1917,66104,1234162,528171,705991,5310998,2019
3-02147-7503,908 DRIGGS AVENUE,WILLIAMSBURG-SOUTH,R2  -WALK-UP,19,1917,21746,525383,180709,344674,2728000,2019
3-01625-7501,172 STUYVESANT AVENUE,BEDFORD STUYVESANT,R2  -WALK-UP,18,1993,22659,469041,152948,316093,2432998,2019
3-01498-7501,723 MAC DONOUGH STREET,OCEAN HILL,R2  -WALK-UP,12,1910,13640,305536,144720,160816,1257000,2019
3-01498-7501,756 MAC DONOUGH STREET,OCEAN HILL,R2  -WALK-UP,6,1910,10140,224195,96736,127459,993996,2019
3-06699-7501,860 EAST 16 STREET,MIDWOOD,R2  -WALK-UP,18,1995,27990,608503,211325,397178,3088001,2019
3-01535-7501,249 HULL STREET,OCEAN HILL,R2  -WALK-UP,40,1900,42820,667992,279615,388377,2783994,2019
3-04414-7501,148 COZINE AVENUE,EAST NEW YORK,R2  -WALK-UP,56,1990,52920,1254204,677376,576828,4551998,2019
3-04415-7501,1065 VERMONT STREET,EAST NEW YORK,R4  -ELEVATOR,552,1990,445921,10728859,5698870,5029989,39791025,2019
3-04423-7501,971 JEROME STREET,EAST NEW YORK,R4  -ELEVATOR,542,1990,425720,9846904,5121412,4725492,37148961,2019
