Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year
1-01924-7501,163 ST NICHOLAS AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,64,2003,63252,1255552,514871,740681,4958997,2012
1-01924-7501,163 ST NICHOLAS AVENUE,HARLEM-CENTRAL,R4-ELEVATOR,64,2003,63252,1287178,524992,762186,5572998,2013
1-01924-7501,163 ST NICHOLAS AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,64,2003,63252,1109178,416310,692868,4889003,2014
1-01924-7501,163 ST NICHOLAS AVENUE,HARLEM-CENTRAL,R4-ELEVATOR,64,2003,63252,1491482,733723,757759,5990999,2016
1-01924-7501,163 ST NICHOLAS AVENUE,HARLEM-CENTRAL,R4-ELEVATOR,64,2003,63252,1604703,735621,869082,6951996,2017
1-01924-7501,163 ST NICHOLAS AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,64,2003,63252,1786236,722338,1063898,8341999,2018
1-01924-7502,2216 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R4-CONDOMINIUM,74,2003,59844,1259716,474563,785153,5779999,2012
1-01924-7502,2216 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R4-ELEVATOR,74,2003,59844,1321954,500894,821060,6087000,2013
1-01924-7502,191 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,74,2003,59844,1364548,487250,877298,6545999,2014
1-01924-7502,191 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,74,2003,59844,1579283,613999,965284,7489000,2015
1-01924-7502,191 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4-ELEVATOR,74,2003,59844,1585268,574502,1010766,8088000,2016
1-01924-7502,191 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,RR-CONRENT,75,2003,68815,1798136,712923,1085213,8681000,2017
1-01924-7502,191 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,RR  -CONRENT,75,2003,68815,1986001,691591,1294410,10173000,2018
1-01924-7502,191 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,RR  -CONRENT,75,2003,68815,2028666,723246,1305420,10602000,2019
1-01945-7502,309 WEST 118 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,48,2003,108510,2368773,972250,1396523,10264003,2012
1-01945-7502,309 WEST 118 STREET,HARLEM-CENTRAL,R4-ELEVATOR,48,2003,108510,2452326,983101,1469225,10946002,2013
1-01945-7502,309 WEST 118 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,48,2003,108510,2484879,984186,1500693,11208004,2014
1-01945-7502,309 WEST 118 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,48,2003,108510,2782196,1047122,1735074,13420999,2015
1-01945-7502,309 WEST 118 STREET,HARLEM-CENTRAL,R4-ELEVATOR,48,2003,108510,3344278,1432332,1911946,15299001,2016
1-01945-7502,309 WEST 118 STREET,HARLEM-CENTRAL,R4-ELEVATOR,48,2003,108510,3472320,1421481,2050839,16405002,2017
1-01945-7502,309 WEST 118 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,48,2003,108510,3453873,1335758,2118115,16805005,2018
1-01945-7502,309 WEST 118 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,48,2003,108510,3638340,1464885,2173455,17652001,2019
1-01947-7501,2235 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R9-CONDOMINIUM,74,2003,93600,1800864,738504,1062360,7610000,2012
1-01947-7501,2235 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R9-CONDOPS,74,2003,93600,1871064,745992,1125072,8198000,2013
1-01947-7501,2235 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R9-CONDOMINIUM,74,2003,93600,1612711,623760,988951,6947000,2014
1-01947-7501,2235 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R9-CONDOMINIUM,74,2003,93600,1749384,781560,967824,7121000,2015
1-01947-7501,2235 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R9-CONDOPS,74,2003,93600,1848600,899496,949104,7280000,2016
1-01947-7501,2235 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R9-CONDOPS,74,2003,93600,2138760,953784,1184976,9402000,2017
1-01947-7501,2235 FRED DOUGLASS BOULEVARD,HARLEM-CENTRAL,R9  -CONDOPS,74,2003,93600,2287584,929448,1358136,10444000,2018
1-01959-7501,300 WEST 135 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,170,2003,240000,6093600,2282400,3811200,28698993,2012
1-01959-7501,300 WEST 135 STREET,HARLEM-CENTRAL,R4-ELEVATOR,170,2003,240000,6194400,2342400,3852000,29284996,2013
1-01959-7501,300 WEST 135 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,170,2003,240000,6105879,2269966,3835913,29132992,2014
1-01959-7501,300 WEST 135 STREET,HARLEM-CENTRAL,R4-ELEVATOR,170,2003,240000,6972000,2306400,4665600,37333998,2016
1-01959-7501,300 WEST 135 STREET,HARLEM-CENTRAL,R4-ELEVATOR,170,2003,240000,9016800,2932800,6084000,48667998,2017
1-01959-7501,300 WEST 135 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,170,2003,240000,8872800,2803200,6069600,48653003,2018
1-02044-7501,300 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOMINIUM,128,2003,212047,5538668,2379167,3159501,23890000,2012
1-02044-7501,300 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOPS,128,2003,212047,5911870,2453384,3458486,26336000,2013
1-02044-7501,300 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOMINIUM,128,2003,212047,6709167,2695117,4014050,31673000,2015
1-02044-7501,300 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOPS,128,2003,212047,7847859,3519980,4327879,34631000,2016
1-02044-7501,300 WEST 145 STREET,HARLEM-CENTRAL,R9-CONDOPS,128,2003,212047,8233785,3623883,4609902,36876000,2017
1-02044-7501,300 WEST 145 STREET,HARLEM-CENTRAL,R9  -CONDOPS,128,2003,212047,8541253,3623883,4917370,39548000,2018
1-02180-7503,736 WEST 187 STREET,WASHINGTON HEIGHTS UPPER,R4-CONDOMINIUM,56,2003,75765,1940342,850083,1090259,8244004,2012
1-02180-7503,736 WEST 187 STREET,WASHINGTON HEIGHTS UPPER,R4-ELEVATOR,56,2003,75765,1916097,842507,1073590,8156997,2013
2-02368-7501,488 EAST 164 STREET,MORRISANIA/LONGWOOD,R4-CONDOMINIUM,105,2003,72944,705368,376391,328977,1919000,2012
2-02368-7501,488 EAST 164 STREET,MORRISANIA/LONGWOOD,RR-CONRENTAL,105,2003,72944,993497,592305,401192,2628000,2013
2-02368-7501,488 EAST 164 STREET,MORRISANIA/LONGWOOD,RR-CONDOMINIUM,105,2003,72944,1075195,642637,432558,2910000,2014
2-02368-7501,488 EAST 164 STREET,MORRISANIA/LONGWOOD,RR-CONRENT,105,2003,72944,1130632,672544,458088,3302000,2016
2-02368-7501,488 EAST 164 STREET,MORRISANIA/LONGWOOD,RR  -CONRENT,105,2003,72944,1231295,765183,466112,3493000,2018
2-02368-7501,488 EAST 164 STREET,MORRISANIA/LONGWOOD,RR  -CONRENT,105,2003,72944,1178046,645554,532492,3856000,2019
2-04174-7501,1600 PARKVIEW AVENUE,SCHUYLERVILLE/PELHAM BAY,R4-CONDOMINIUM,21,2003,16688,247483,116315,131168,876999,2012
2-04174-7501,1600 PARKVIEW AVENUE,SCHUYLERVILLE/PELHAM BAY,R4-ELEVATOR,21,2003,16688,271681,118819,152862,1058000,2013
2-04174-7501,1600 PARKVIEW AVENUE,SCHUYLERVILLE/PELHAM BAY,R4-CONDOMINIUM,21,2003,16688,238549,98923,139626,929999,2014
2-04174-7501,1600 PARKVIEW AVENUE,SCHUYLERVILLE/PELHAM BAY,R4-ELEVATOR,21,2003,16688,270012,135006,135006,986001,2016
2-04174-7501,1600 PARKVIEW AVENUE,SCHUYLERVILLE/PELHAM BAY,R4-ELEVATOR,21,2003,16688,268343,97291,171052,1243006,2017
2-04174-7501,1600 PARKVIEW AVENUE,SCHUYLERVILLE/PELHAM BAY,R4  -ELEVATOR,21,2003,16786,300302,105416,194886,1451000,2019
3-00169-7501,53 BOERUM PLACE,DOWNTOWN-FULTON MALL,R4-CONDOMINIUM,99,2003,73232,2014612,681790,1332822,10062997,2012
3-00169-7501,53 BOERUM PLACE,DOWNTOWN-FULTON MALL,R4-ELEVATOR,99,2003,73232,1972870,621007,1351863,10293999,2013
3-00169-7501,53 BOERUM PLACE,DOWNTOWN-FULTON MALL,R4-CONDOMINIUM,99,2003,73232,2135248,691491,1443757,11008005,2014
3-00169-7501,53 BOERUM PLACE,DOWNTOWN-FULTON MALL,R4-CONDOMINIUM,99,2003,73232,2284106,724264,1559842,12297007,2015
3-00169-7501,53 BOERUM PLACE,DOWNTOWN-FULTON MALL,R4-ELEVATOR,99,2003,73232,2347086,585124,1761962,14098998,2016
3-00169-7501,53 BOERUM PLACE,DOWNTOWN-FULTON MALL,R4-ELEVATOR,99,2003,73232,2718372,791638,1926734,15413003,2017
3-00169-7501,53 BOERUM PLACE,DOWNTOWN-FULTON MALL,R4  -ELEVATOR,99,2003,73232,2786478,402776,2383702,19186006,2018
3-00169-7501,53 BOERUM PLACE,DOWNTOWN-FULTON MALL,R4  -ELEVATOR,99,2003,73232,3261021,815072,2445949,19863001,2019
3-00949-7502,675 SACKETT STREET,PARK SLOPE,R4-CONDOMINIUM,38,2003,49768,1008797,543467,465330,3371997,2012
3-00949-7502,675 SACKETT STREET,PARK SLOPE,R4-ELEVATOR,38,2003,49768,985904,456373,529531,3848999,2013
3-00949-7502,675 SACKETT STREET,PARK SLOPE,R4-CONDOMINIUM,38,2003,49768,998477,504388,494089,3605004,2014
3-00949-7502,675 SACKETT STREET,PARK SLOPE,R4-CONDOMINIUM,38,2003,49768,965002,449405,515597,3822992,2015
3-00949-7502,675 SACKETT STREET,PARK SLOPE,R4-ELEVATOR,38,2003,49768,1047119,474787,572332,4445001,2016
3-00949-7502,675 SACKETT STREET,PARK SLOPE,R4-ELEVATOR,38,2003,49768,1177511,582783,594728,4757003,2017
3-00949-7502,675 SACKETT STREET,PARK SLOPE,R4  -ELEVATOR,38,2003,49768,1290484,594728,695756,5599991,2018
3-00949-7502,675 SACKETT STREET,PARK SLOPE,R4  -ELEVATOR,38,2003,49768,1341745,581290,760455,6111990,2019
3-00958-7501,569 CARROLL STREET,PARK SLOPE,R4-CONDOMINIUM,18,2003,15740,281116,41081,240035,1689000,2012
3-00958-7501,569 CARROLL STREET,PARK SLOPE,R4-ELEVATOR,18,2003,15740,280644,38248,242396,1718999,2013
3-00958-7501,569 CARROLL STREET,PARK SLOPE,R4-CONDOMINIUM,18,2003,15740,311652,110023,201629,1502001,2015
3-00958-7501,569 CARROLL STREET,PARK SLOPE,R4-ELEVATOR,18,2003,15740,417740,206037,211703,1694002,2016
3-00958-7501,569 CARROLL STREET,PARK SLOPE,R4-ELEVATOR,18,2003,15740,387676,124661,263015,2104005,2017
3-00958-7501,569 CARROLL STREET,PARK SLOPE,R4  -ELEVATOR,18,2003,15780,450835,130658,320177,2592003,2019
3-01048-7501,249 16 STREET,PARK SLOPE SOUTH,R2-CONDOMINIUM,16,2003,19350,434795,178601,256194,1893001,2012
3-01048-7501,249 16 STREET,PARK SLOPE SOUTH,R2-WALK-UP,16,2003,19350,435182,168732,266450,1984997,2013
3-01048-7501,249 16 STREET,PARK SLOPE SOUTH,R2-CONDOMINIUM,16,2003,19350,510114,185776,324338,2473001,2014
3-01048-7501,249 16 STREET,PARK SLOPE SOUTH,R2-WALK-UP,16,2003,19350,513743,168732,345011,2761002,2016
3-01048-7501,249 16 STREET,PARK SLOPE SOUTH,R2-WALK-UP,16,2003,19350,588821,223299,365522,2924001,2017
3-01048-7501,249 16 STREET,PARK SLOPE SOUTH,R2  -WALK-UP,16,2003,19350,610493,238392,372101,2994998,2018
3-01048-7501,249 16 STREET,PARK SLOPE SOUTH,R2  -WALK-UP,16,2003,19350,622877,208593,414284,3364999,2019
3-01053-7501,279 PROSPECT AVENUE,PARK SLOPE SOUTH,R4-CONDOMINIUM,20,2003,27584,435276,143988,291288,1983999,2012
3-01053-7501,279 PROSPECT AVENUE,PARK SLOPE SOUTH,R4-ELEVATOR,20,2003,27584,415691,128541,287150,1943003,2013
3-01053-7501,279 PROSPECT AVENUE,PARK SLOPE SOUTH,R4-CONDOMINIUM,20,2003,27584,443827,159436,284391,2024996,2015
3-01053-7501,279 PROSPECT AVENUE,PARK SLOPE SOUTH,R4-ELEVATOR,20,2003,27584,454584,103164,351420,2578002,2016
3-01053-7501,279 PROSPECT AVENUE,PARK SLOPE SOUTH,R4-ELEVATOR,20,2003,27584,558300,195846,362454,2807000,2017
3-01053-7501,279 PROSPECT AVENUE,PARK SLOPE SOUTH,R4  -ELEVATOR,20,2003,27584,612365,199984,412381,3217996,2019
3-01064-7501,937 UNION STREET,PARK SLOPE,R4-CONDOMINIUM,22,2003,49210,997487,537373,460114,3332999,2012
3-01064-7501,937 UNION STREET,PARK SLOPE,R4-ELEVATOR,22,2003,49210,986168,484719,501449,3651000,2013
3-01064-7501,937 UNION STREET,PARK SLOPE,R4-CONDOMINIUM,22,2003,49210,1022092,580678,441414,3316000,2015
3-01064-7501,937 UNION STREET,PARK SLOPE,R4-ELEVATOR,22,2003,49210,855762,370059,485703,3614998,2016
3-01064-7501,937 UNION STREET,PARK SLOPE,R4  -ELEVATOR,22,2003,49210,984200,475369,508831,3982998,2018
3-01734-7504,835 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2003,16833,357028,83323,273705,1674002,2012
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,4,2003,5772,122424,28571,93853,574501,2012
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,4,2003,5890,124927,29156,95771,586497,2012
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,5,2003,7463,158290,36942,121348,742500,2012
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,5,2003,8270,175407,40937,134470,821997,2012
3-01734-7504,835 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,10,2003,16833,358880,79620,279260,2062002,2013
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,4,2003,5772,123174,27302,95872,708000,2013
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,4,2003,5890,133585,30039,103546,773001,2013
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,5,2003,7463,159260,35300,123960,915000,2013
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,5,2003,8270,176399,39117,137282,1014000,2013
3-01734-7504,835 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2003,16833,327394,84427,242967,1761000,2014
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,4,2003,5772,133617,36210,97407,730000,2014
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,4,2003,5890,144305,37107,107198,811000,2014
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,5,2003,7463,158600,45146,113454,838000,2014
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,5,2003,8270,169772,47430,122342,897001,2014
3-01734-7504,835 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2003,16833,384634,134327,250307,1907998,2015
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,4,2003,6977,174774,56723,118051,911001,2015
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,4,2003,8445,195080,83352,111728,853001,2015
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,5,2003,7463,192919,57092,135827,1051999,2015
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,5,2003,8270,203359,80219,123140,948001,2015
3-01734-7504,835 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,10,2003,16833,401467,108236,293231,2327004,2016
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,4,2003,6977,179169,46606,132563,1061000,2016
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,4,2003,8445,194488,83606,110882,875001,2016
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,5,2003,7463,188739,48286,140453,1123000,2016
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,5,2003,8270,203111,57725,145386,1158999,2016
3-01734-7504,835 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,10,2003,16833,374703,87195,287508,2274002,2017
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,4,2003,6977,186705,50444,136261,1090000,2017
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,4,2003,8445,204200,91882,112318,898000,2017
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,5,2003,7463,202620,60749,141871,1135000,2017
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,5,2003,8270,210637,63183,147454,1179000,2017
3-01734-7504,835 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,10,2003,16833,404665,75580,329085,2648998,2018
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,4,2003,6977,185658,48769,136889,1102001,2018
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,4,2003,8445,204960,71107,133853,1077000,2018
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,5,2003,7526,206739,55015,151724,1221001,2018
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,5,2003,8270,215764,60867,154897,1246998,2018
3-01734-7504,835 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,10,2003,16833,421330,78610,342720,2728004,2019
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,4,2003,6977,199193,48211,150982,1222000,2019
3-01734-7504,108 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,4,2003,8445,222864,79890,142974,1146000,2019
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,5,2003,7526,220888,58477,162411,1317999,2019
3-01734-7504,104 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,5,2003,8270,227839,60702,167137,1347998,2019
3-01734-7505,805 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,21442,454785,106138,348647,2549000,2012
3-01734-7505,805 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,21442,446637,98419,348218,2558002,2013
3-01734-7505,805 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,21442,444671,146205,298466,2193000,2014
3-01734-7505,805 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,21442,481802,164246,317556,2414998,2015
3-01734-7505,805 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,21442,514394,138730,375664,2982996,2016
3-01734-7505,805 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,21442,521041,145806,375235,3000998,2017
3-01734-7505,805 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,21442,522756,109354,413402,3326997,2018
3-01734-7505,805 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,21442,561780,123077,438703,3513998,2019
3-01734-7509,809 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,20470,434169,101327,332842,2434000,2012
3-01734-7509,809 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,20470,425367,93753,331614,2434996,2013
3-01734-7509,809 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,20470,424563,139591,284972,2093998,2014
3-01734-7509,809 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,20470,460166,156800,303366,2307003,2015
3-01734-7509,809 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,20470,490871,132236,358635,2848000,2016
3-01734-7509,809 BEDFORD AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,20470,497421,134283,363138,2905002,2017
3-01734-7509,809 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,20470,501924,104806,397118,3195999,2018
3-01734-7509,809 BEDFORD AVENUE,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,20470,537747,115041,422706,3386000,2019
3-01734-7510,82 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,10403,220648,51495,169153,1236996,2012
3-01734-7510,82 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,10403,235940,53055,182885,1365002,2013
3-01734-7510,82 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,10403,249753,62213,187540,1414998,2014
3-01734-7510,82 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,20,2003,13496,308923,107833,201090,1532997,2015
3-01734-7510,82 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,20,2003,13496,344283,137659,206624,1652993,2016
3-01734-7510,82 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,20,2003,13496,357104,142788,214316,1713996,2017
3-01734-7510,82 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,20,2003,13496,394083,159118,234965,1890998,2018
3-01734-7510,82 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,20,2003,13496,398402,119305,279097,2266997,2019
3-01734-7512,78 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,12338,261689,61073,200616,1467003,2012
3-01734-7512,78 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,12338,257617,56878,200739,1476001,2013
3-01734-7512,78 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,12338,245609,60219,185390,1351003,2014
3-01734-7512,78 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,12338,287352,96730,190622,1457001,2015
3-01734-7512,78 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,12338,296112,73781,222331,1766000,2016
3-01734-7512,78 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,12338,300060,76249,223811,1789999,2017
3-01734-7512,78 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,12338,322885,64651,258234,2079003,2018
3-01734-7512,78 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,12338,330905,67736,263169,2114998,2019
3-01734-7513,74 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,12110,256853,59945,196908,1440001,2012
3-01734-7513,74 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,12110,253220,55827,197393,1450997,2013
3-01734-7513,74 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,12110,241078,59108,181970,1326002,2014
3-01734-7513,74 SPENCER STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,12110,282042,94942,187100,1429998,2015
3-01734-7513,74 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,12110,288824,70480,218344,1732002,2016
3-01734-7513,74 SPENCER STREET,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,12110,290882,69754,221128,1768000,2017
3-01734-7513,74 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,12110,316677,62367,254310,2047002,2018
3-01734-7513,74 SPENCER STREET,BEDFORD STUYVESANT,R4  -ELEVATOR,12,2003,12110,322853,63578,259275,2081998,2019
3-01755-7501,834 MYRTLE AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,36,2003,58244,1194584,400719,793865,5765003,2012
3-01755-7501,834 MYRTLE AVENUE,BEDFORD STUYVESANT,R2-WALK-UP,36,2003,58244,1203321,387323,815998,5984996,2013
3-01755-7501,834 MYRTLE AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,36,2003,58244,1236695,363267,873428,6446000,2014
3-01755-7501,834 MYRTLE AVENUE,BEDFORD STUYVESANT,R2-CONDOMINIUM,36,2003,58244,1408340,563219,845121,6494000,2015
3-01755-7501,834 MYRTLE AVENUE,BEDFORD STUYVESANT,R2-WALK-UP,36,2003,58244,1493376,544581,948795,7591998,2016
3-01755-7501,834 MYRTLE AVENUE,BEDFORD STUYVESANT,R2-WALK-UP,36,2003,58244,1546961,573121,973840,7789996,2017
3-01755-7501,834 MYRTLE AVENUE,BEDFORD STUYVESANT,R2  -WALK-UP,36,2003,58244,1577830,479931,1097899,8836998,2018
3-01755-7501,834 MYRTLE AVENUE,BEDFORD STUYVESANT,R2  -WALK-UP,36,2003,58244,1660536,496239,1164297,9424996,2019
3-01899-7502,102 SKILLMAN STREET,BEDFORD STUYVESANT,R2-CONDOMINIUM,4,2003,7968,162468,80716,81752,593000,2012
3-01899-7502,102 SKILLMAN STREET,BEDFORD STUYVESANT,R2-WALK-UP,4,2003,7968,162069,68764,93305,682001,2013
3-01899-7502,102 SKILLMAN STREET,BEDFORD STUYVESANT,R2-CONDOMINIUM,4,2003,7968,174632,73698,100934,750000,2014
3-01899-7502,102 SKILLMAN STREET,BEDFORD STUYVESANT,R2-CONDOMINIUM,4,2003,7968,196730,104062,92668,713999,2015
3-01900-7508,111 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,17274,366382,85506,280876,2054002,2012
3-01900-7508,111 SKILLMAN STREET,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,17274,364827,80670,284157,2092002,2013
3-01900-7508,111 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,17274,335995,86645,249350,1807001,2014
3-01900-7508,111 SKILLMAN STREET,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,17274,383656,101226,282430,2144001,2015
3-01900-7508,111 SKILLMAN STREET,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,17274,408357,96389,311968,2472002,2016
3-01900-7508,111 SKILLMAN STREET,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,17274,410258,43876,366382,2931002,2017
3-01913-7507,664 MYRTLE AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,15957,338448,78987,259461,1896998,2012
3-01913-7507,664 MYRTLE AVENUE,BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,15957,361905,81221,280684,2094001,2013
3-01913-7507,664 MYRTLE AVENUE,BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,15957,378446,98981,279465,2103999,2014
